TSid,dataSetName,iso2kUI,archiveType,pub1_doi,lat,lon,elevation,siteName,minYear,maxYear,variableName,units,description,measurementMaterial,measurementMaterialDetail,climateVariable,climateVariableDetail,seasonality,direction,isotopeInterpretation1_inferredMaterial,isotopeInterpretation1_direction,isotopeInterpretation1_variable,isotopeInterpretation1_seasonality,QC comments,QC Certification,Iso2k primary timeseries for dataset,link to lipdverse,QC notes from Hackathon #2 (and initials),Iso2k QC certification (INITIALS)
LS96CUPUa,LS96CUPU,,LakeSediment,10.1006/qres.1996.0042,20.63,-87.61,14,Punta Laguna,-43,3546.6,d18O,permil,carbonate,gastropod,Pygophorus coronatus,E/P,lake water,,,,negative,P_E,,,,?,http://lipdverse.org/iso2k/0_12_0/LS96CUPU.html,,
LS96VOAM01,LS96VOAM,LS96VOAM01,LakeSediment,10.1016/S0016-7037(96)00230-X,47.1,11.0166,533,Ammersee,-12.08,15587.37,d18O,permil,carbonate,ostracod,Candona sp.,T_air,0.58 +- 0.11ppt/degrees C,,positive,lake water,positive,P_isotope,,,MJ,TRUE,http://lipdverse.org/iso2k/0_12_0/LS96VOAM.html,Check symbols in isotopeInterpretation2_coefficient. Has isotopeInterpretation3_basis but no other details. lake residence time move to sensorIntegration?-BK,
LS97HOKA1a,LS97HOKA,LS97HOKA01,LakeSediment,10.1144/gsjgs.154.2.0311,13.305,11.0288,330,Kajemarum Oasis,114,3594,d18O,permil,carbonate,ostracod,Limnocythere gr. inopinata (typically c. 20 valves per sample),,,,,lake water,negative,I_E,,,MJ,TRUE,http://lipdverse.org/iso2k/0_12_0/LS97HOKA.html,,
LS98CUPE,LS98CUPE,LS98CUPE01,LakeSediment,10.1023/A:1007968508262,17.0003,-89.7848,110,Lake Peten-Itza,-2.0811,10063,d18O,permil,carbonate,gastropod,Pygophorus sp.,E/P,,,increase,lake water,negative,P_E,,"DK: 18O on gastropods. Another time series is published for another gastropod and an ostracode speices. All three are very similar, although ostracodes are less complete.",DK,TRUE,http://lipdverse.org/iso2k/0_12_0/LS98CUPE.html,,
LS99CUVAc,LS99CUVA,LS99CUVA01,LakeSediment,10.1191/095968399669724431,10.1667,-67.75,400,Lake Valencia,-43,12663,d18O,permil,carbonate,ostracod,Cytheridella boldi,,,,,lake water,negative,P_E,,DK: Most complete of three ostracode species analyzed.,DK,TRUE,http://lipdverse.org/iso2k/0_12_0/LS99CUVA.html,,
LS99CUVAb,LS99CUVA,,LakeSediment,10.1191/095968399669724431,10.1667,-67.75,400,Lake Valencia,-43,12663,d18O,permil,carbonate,gastropod,Pygophorus sp,,,,,lake water,negative,P_E,,DK: Reject and defer to ostracode-based timeseries. Good for replication,DK,FALSE,http://lipdverse.org/iso2k/0_12_0/LS99CUVA.html,,
LS99CUVAa,LS99CUVA,,LakeSediment,10.1191/095968399669724431,10.1667,-67.75,400,Lake Valencia,-43,12663,d18O,permil,carbonate,ostracod,Heterocypris communis,,,,,,negative,P_E,,,,?,http://lipdverse.org/iso2k/0_12_0/LS99CUVA.html,,
LS99LASI,LS99LASI,LS99LASI01,LakeSediment,10.1023/A:1008099602205,33.05,5,2080,Lake Sidi Ali,-40,6374.402,d18O,permil,carbonate,ostracod,Fabaeformiscandona fabaeformis,,,,,lake water,positive,P_isotope,,,MJ,TRUE,http://lipdverse.org/iso2k/0_12_0/LS99LASI.html,,
O2kLR_114,MS01HDAS,MS01HDAS01,MarineSediment,10.1029/2000PA000511,24.83,65.92,-695,Arabian Sea,0,2164.7,temperature,degC,sea surface temperature,marine sediments,,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,,,,,"HVM, BM, 20/4/2016 Indian1574Doose-Rolinski2001_SO90-39KG/SO90-56KA","JAA, BM, HVM, KT",FALSE,http://lipdverse.org/iso2k/0_12_0/MS01HDAS.html,Check variable name. Missing data in LiPD?,
MS01HDAS01b,MS01HDAS,MS01HDAS01b,MarineSediment,10.1029/2000PA000511,24.83,65.92,-695,Arabian Sea,0,4882.5,d18O,permil,inferred seawater,,,S,sea surface,annual mean,positive,surface seawater,positive,S,not applicable (always),updated LiPD file 20/02/2019,,TRUE,http://lipdverse.org/iso2k/0_12_0/MS01HDAS.html,"Missing data in LiPD? Note to marine archive team- check basis entry (column BB) LJ 30/11/2018: missing data, were in v0.8 issue raised on Github",
MS01HDAS01b2,MS01HDAS,MS01HDAS01b,MarineSediment,10.1029/2000PA000511,24.83,65.92,-695,Arabian Sea,0,4882.5,d18O,permil,inferred seawater,,,S,sea surface,annual mean,positive,surface seawater,positive,S,not applicable (always),updated LiPD file 20/02/2019,,?,http://lipdverse.org/iso2k/0_12_0/MS01HDAS.html,"Missing data in LiPD?  LJ 30/11/2018: missing data, were in v0.8 issue raised on Github",
LPD292174f86,MS01HDAS,,MarineSediment,10.1029/2000PA000511,24.83,65.92,-695,Arabian Sea,0,4882.5,core,,which core in stack,,,,,,,,,,,,,FALSE,http://lipdverse.org/iso2k/0_12_0/MS01HDAS.html,Check variable name. Missing data in LiPD?,
MS01HDAS01a,MS01HDAS,MS01HDAS01a,MarineSediment,10.1029/2000PA000511,24.83,65.92,-695,Arabian Sea,0,4882.5,d18O,permil,carbonate,planktonic foraminifera,G. ruber white 315-400,,,,,,decrease,Temperature_water,not applicable (always),updated LiPD file 20/02/2019,,?,http://lipdverse.org/iso2k/0_12_0/MS01HDAS.html,,
MS02FLPC01a,MS02FLPC,MS02FLPC01a,MarineSediment,10.1029/2001PA000727,-41,-74.45,-852,"Chilean margin, Southern Ocean (Pacific sector)",123.1579,7682.75,d18O,permil,carbonate,planktonic foraminifera,"N. incompta, size not provided",temperature/d18Osw,sub surface (30m),annual mean,decrease/increase,subsurface seawater,negative,T_water,not applicable (always),updated LiPD file 20/02/2019,LJ. Isotope data have depth,TRUE,http://lipdverse.org/iso2k/0_12_0/MS02FLPC.html,Decide if inferred material is surface or subsurface seawater. LJ: done 30/11/2018,
MS02FLPC01b,MS02FLPC,MS02FLPC01b,MarineSediment,10.1029/2001PA000727,-41,-74.45,-852,"Chilean margin, Southern Ocean (Pacific sector)",123.1579,7682.75,d18O,permil,inferred seawater,,d18O of seawater inferred from d18O carbonate and alkenone-derived temperature,S,sub surface (30m),annual mean,,,increase,S,not applicable (always),updated LiPD file 20/02/2019,,?,http://lipdverse.org/iso2k/0_12_0/MS02FLPC.html,,
LPD7e8e8eaae,MS02FLPC,,MarineSediment,10.1029/2001PA000727,-41,-74.45,-852,"Chilean margin, Southern Ocean (Pacific sector)",123.1579,7682.75,temperature,degC,,,,,,,,,,,,,,FALSE,http://lipdverse.org/iso2k/0_12_0/MS02FLPC.html,,
O2kLR_187,MS02FLPC,MS02FLPC01,MarineSediment,10.1029/2001PA000727,-41,-74.45,-852,"Chilean margin, Southern Ocean (Pacific sector)",300,1946,temperature,degC,inferred sea-surface temperature,alkenone,,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,increase,,,,,"HVM, BM, 20/4/2016 Southern0045aLamy2002_GeoB3313-1","GL, JAA, BM, HVM, KT",FALSE,http://lipdverse.org/iso2k/0_12_0/MS02FLPC.html,Check variable name,
O2kLR_189,MS02FLPC,MS02FLPC01,MarineSediment,10.1029/2001PA000727,-41,-74.45,-852,"Chilean margin, Southern Ocean (Pacific sector)",20.5263,7670.25,temperature,degC,inferred sea-surface temperature,alkenone,,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,increase,,,,,"These are the original, not quality controlled data. O2kLR recommends only using the Quality controlled data.Inadequate chronological constraints, final record that was entered contained an updated age model and dating constraints;","KT, GL",FALSE,http://lipdverse.org/iso2k/0_12_0/MS02FLPC.html,Check variable name,
MS03BRNS02,MS03BRNS,MS03BRNS02,MarineSediment,10.1029/2002PA000764,66.9698,7.6393,-1048,Nordic Seas,-35,13702,d18O,permil,carbonate,planktonic foraminifera,N. incompta 150-500,temperature/d18Osw,NaN,NaN,decrease/increase,subsurface seawater,negative,T_water,not applicable (always),,LJ 20/02/2019,TRUE,http://lipdverse.org/iso2kv0_10_0/MS03BRNS.html,"Decide if inferred material is surface or subsurface seawater. LJ 30/11/2018: missing data, were in v0.8 issue raised on Github",
LPD05340dbb7,MS03BRNS,,MarineSediment,10.1029/2002PA000764,66.9698,7.6393,-1048,Nordic Seas,-35,13702,core,,core in splice,,,,,,,,,,,,,FALSE,http://lipdverse.org/iso2kv0_10_0/MS03BRNS.html,Check variable name,
MS03BRNS01,MS03BRNS,MS03BRNS01,MarineSediment,10.1029/2002PA000764,66.9698,7.6393,-1048,Nordic Seas,-35,13702,d18O,permil,carbonate,planktonic foraminifera,N. pachyderma 150-500,temperature/d18Osw,NaN,NaN,,subsurface seawater,negative,T_water,not applicable (always),,LJ 20/02/2019,TRUE,http://lipdverse.org/iso2kv0_10_0/MS03BRNS.html,,
MS03KTCB02,MS03KTCB,MS03KTCB02,MarineSediment,10.1029/2003GL017959,10.6667,-64.7,-366,Cariaco Basin,150.44,6156.96,d18O,permil,carbonate,planktonic foraminifera,N. dutertrei,temperature/d18Osw,thermocline,NaN,decrease/increase,subsurface seawater,negative,T_water,not applicable (always),,LJ 20/02/2019,TRUE,http://lipdverse.org/iso2k/0_12_0/MS03KTCB.html,"Decide if inferred material is surface or subsurface seawater. LJ 30/11/2018: missing data, were in v0.8 issue raised on Github",
MS03KTCB01,MS03KTCB,MS03KTCB01,MarineSediment,10.1029/2003GL017959,10.6667,-64.7,-366,Cariaco Basin,150.44,6156.96,d18O,permil,carbonate,planktonic foraminifera,G. ruber pink,temperature/d18Osw,surface mixed layer,annual mean,,surface seawater,negative,T_water,not applicable (always),,LJ 20/02/2019,TRUE,http://lipdverse.org/iso2k/0_12_0/MS03KTCB.html,,
MS03LKNS01,MS03LKNS,MS03LKNS01,MarineSediment,10.1007/s00382-003-0316-6,45.89,-62.8,-250,"Emerald Basin,OCE326 MC-29D",0,1599,d18O,permil,carbonate,planktonic foraminifera,N. pachyderma: 150-250,temperature/d18Osw,near sea surface,NaN,decrease/increase,subsurface seawater,negative,T_water,not applicable (always),,LJ 20/02/2019,TRUE,http://lipdverse.org/iso2k/0_12_0/MS03LKNS.html,"Decide if inferred material is surface or subsurface seawater. LJ: done 30/11/2018, added depth, uploaded edited LiPD file to dropbox",
O2kLR_076,MS03LKNS,MS03LKNS01,MarineSediment,10.1007/s00382-003-0316-6,45.89,-62.8,-250,"Emerald Basin,OCE326 MC-29D",0,1599,temperature,degC,inferred sea-surface temperature,alkenone SST,,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,,,,,"These are the original, not quality controlled data. O2kLR recommends only using the Quality controlled data.Identical to O2kLR_074",KT,FALSE,http://lipdverse.org/iso2k/0_12_0/MS03LKNS.html,Archive team- check variable name.,
O2kLR_074,MS03LKNS,MS03LKNS01,MarineSediment,10.1007/s00382-003-0316-6,45.89,-62.8,-250,"Emerald Basin,OCE326 MC-29D",0,1599,temperature,degC,inferred sea-surface temperature,alkenone SST,,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,,,,,,"HVM, BM, 20/4/2016 Atlantic0368Keigwin2003__MC-29D_alkenone","PGM, HVM, KT, BM, JAA",FALSE,http://lipdverse.org/iso2k/0_12_0/MS03LKNS.html,,
MS03SMAS01,MS03SMAS,MS03SMAS01,MarineSediment,10.1029/2002GL016822,24.62,65.98,-316,Arabian Sea,-40,12753,d18O,permil,carbonate,planktonic foraminifera,G. ruber 315-400,temperature/d18Osw,surface,annual mean,decrease/increase,surface seawater,negative,T_water,not applicable (always),,LJ 20/02/2019,TRUE,http://lipdverse.org/iso2k/0_12_0/MS03SMAS.html,Decide if inferred material is surface or subsurface seawater. LJ: done 30/11/2018,
MS04BLCB02,MS04BLCB,MS04BLCB02,MarineSediment,10.1029/2003PA000982,10.75,-64.7,-395,Cariaco Basin,-40,1950.03,d18O,permil,carbonate,planktonic foraminifera,G. ruber pink (212-425),temperature/d18Osw,near surface,Summer,decrease/increase,surface seawater,negative,T_water,not applicable (always),,LJ 20/02/2019,TRUE,http://lipdverse.org/iso2k/0_12_0/MS04BLCB.html,"Decide if inferred material is surface or subsurface seawater. LJ 30/11/2018: missing data, were in v0.8 issue raised on Github",
LPDf8072f4er,MS04BLCB,,MarineSediment,10.1029/2003PA000982,10.75,-64.7,-395,Cariaco Basin,-40,1950.03,core,,core in splice,,,,,,,,,,,,,FALSE,http://lipdverse.org/iso2k/0_12_0/MS04BLCB.html,,
MS04BLCB01,MS04BLCB,MS04BLCB01,MarineSediment,10.1029/2003PA000982,10.75,-64.7,-395,Cariaco Basin,-40,1950.03,d18O,permil,carbonate,planktonic foraminifera,G. bulloides (212-250),temperature/d18Osw,near surface,upwelling,,surface seawater,negative,T_water,not applicable (always),,LJ 20/02/2019,TRUE,http://lipdverse.org/iso2k/0_12_0/MS04BLCB.html,,
MS04ICNI01,MS04ICNI,MS04ICNI01,MarineSediment,10.1002/jqs.841,66.6414,-20.8631,-373,North Iceland,394.4,4285.82,d18O,permil,carbonate,planktonic foraminifera,"N. pachyderma: 106-1000? not mentioned in paper, but from NOAA data sheet",temperature/d18Osw,surface,NaN,decrease/increase,subsurface seawater,negative,T_water,not applicable (always),,LJ 20/02/2019,TRUE,http://lipdverse.org/iso2k/0_12_0/MS04ICNI.html,Decide if inferred material is surface or subsurface seawater. LJ: done 30/11/2018,
MS05ESCR01b,MS05ESCR,MS05ESCR01b,MarineSediment,10.1038/nature03945,-5.5883,11.2217,962,Congo River mouth,30,19497,d18O,permil,inferred seawater,,,d18Osw,sea surface,NaN,increase,seawater,positive,S,not applicable (always),updated LiPD file 20/02/2019,,TRUE,http://lipdverse.org/iso2k/0_12_0/MS05ESCR.html,"Decide if inferred material is surface or subsurface seawater. LJ 30/11/2018: missing data, were included in v0.8. issue raised on Github",
MS05ESCR01c,MS05ESCR,MS05ESCR01c,MarineSediment,10.1038/nature03945,-5.5883,11.2217,962,Congo River mouth,30,19497,dD,permil,terrestrial biomarker,dD on C29 alkane,leaf wax dD,,,,,precipitation,negative,P_isotope,,updated LiPD file 20/02/2019,GL and LJ,TRUE,http://lipdverse.org/iso2k/0_12_0/MS05ESCR.html,"Inferred material needed. ; ""isotope interpretation1,2,3"" is missing -BK",
MS05ESCR01a,MS05ESCR,MS05ESCR01a,MarineSediment,10.1038/nature03945,-5.5883,11.2217,962,Congo River mouth,30,19497,d18O,permil,carbonate,planktonic foraminifera,G. ruber (white) >150,temperature/d18Osw,sea surface,NaN,,subsurface seawater,negative,T_water,not applicable (always),updated LiPD file 20/02/2019,,FALSE,http://lipdverse.org/iso2k/0_12_0/MS05ESCR.html,,
MS05LKLF01a,MS05LKLF,MS05LKLF01a,MarineSediment,10.1029/2004PA001074,43.48,-54.87,-3975,"Laurentian Fan, western subpolar North Atlantic",19.81,1698.67,d18O,permil,carbonate,planktonic foraminifera,N. pachyderma: size probably 150-250,temperature/d18Osw,near sea surface,NaN,decrease/increase,subsurface seawater,negative,T_water,not applicable (always),updated LiPD file 20/02/2019,LJ,TRUE,http://lipdverse.org/iso2k/0_12_0/MS05LKLF.html,Decide if inferred material is surface or subsurface seawater. LJ: done 30/11/2018,
MS05LKLF01b,MS05LKLF,MS05LKLF01b,MarineSediment,10.1029/2004PA001074,43.48,-54.87,-3975,"Laurentian Fan, western subpolar North Atlantic",19.81,1698.67,d18O,permil,inferred seawater,,d18O of seawater inferred from d18O carbonate and alkenone-derived temperature,S,near sea surface,NaN,,,increase,S,not applicable (always),updated LiPD file 20/02/2019,,?,http://lipdverse.org/iso2k/0_12_0/MS05LKLF.html,,
MS06DLDS01b,MS06DLDS,MS06DLDS01b,MarineSediment,10.1029/2005PA001218,24.33,-83.26,-547,"Dry Tortugas, 62MC",24.8,955,d18O,permil,inferred seawater,,inferred from G. ruber (white) d18O and Mg/Ca,S,sea surface,annual mean,increase,surface seawater,positive,S,not applicable (always),,LJ 20/02/2019,TRUE,http://lipdverse.org/iso2kv0_10_0/MS06DLDS.html,"Decide if inferred material is surface or subsurface seawater. LJ 30/11/2018: missing data, were included in v0.8. issue raised on Github",
O2kLR_068,MS06DLDS,,MarineSediment,10.1029/2005PA001218,24.33,-83.26,-547,"Dry Tortugas, 62MC",24.8,955,temperature,degC,inferred sea-surface temperature,foram Mg/Ca,,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,increase,,,,,"These are the original, not quality controlled data. O2kLR recommends only using the Quality controlled data.Identical to O2kLR_066","PGM, KT",FALSE,http://lipdverse.org/iso2kv0_10_0/MS06DLDS.html,,
MS06DLDS01a,MS06DLDS,MS06DLDS01a,MarineSediment,10.1029/2005PA001218,24.33,-83.26,-547,"Dry Tortugas, 62MC",24.8,955,d18O,permil,carbonate,planktonic foraminifera,G. ruber (white) 212-250,temperature/d18Osw,sea surface,annual mean,,surface seawater,negative,T_water,not applicable (always),,LJ 20/02/2019,TRUE,http://lipdverse.org/iso2kv0_10_0/MS06DLDS.html,,
O2kLR_066,MS06DLDS,MS06DLDS01,MarineSediment,10.1029/2005PA001218,24.33,-83.26,-547,"Dry Tortugas, 62MC",24.8,955,temperature,degC,inferred sea-surface temperature,foram Mg/Ca,,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,,,,,,"HVM, BM, 20/4/2016 Atlantic0326cLund2006_MgCa_dry-tortugas_62MC","JAA, CS, BM, HVM, KT",FALSE,http://lipdverse.org/iso2kv0_10_0/MS06DLDS.html,,
LPD7d7c7d71,MS06DLGN,,MarineSediment,10.1029/2005PA001218,24.76,-79.29,-694,Great Bahama Bank north,0,1360,Mg/Ca,mmol/mol,"native Mg/Ca ratio from which SST was calculated; values are from Lunds ""Avg Mg/Ca"" column and are in units of mmol/mol; note that in original source, there are also MgCa estimates for std. dev & std. error",,,,,,,,,,,,GL,FALSE,http://lipdverse.org/iso2kv0_10_0/MS06DLGN.html,,
LPD7c7e19c5,MS06DLGN,MS06DLGN01,MarineSediment,10.1029/2005PA001218,24.76,-79.29,-694,Great Bahama Bank north,0,1360,temperature,degC,inferred sea-surface temperature,foram Mg/Ca,,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,increase,,,,,"HVM, BM, 20/4/2016 Atlantic0326aLund2006_MgCa_MC125_GreatBahamaBank","KT, CS, GL, HVM, KT, BM, JAA",FALSE,http://lipdverse.org/iso2kv0_10_0/MS06DLGN.html,,
MS06DLGN01b,MS06DLGN,MS06DLGN01b,MarineSediment,10.1029/2005PA001218,24.76,-79.29,-694,Great Bahama Bank north,0,1360,d18O,permil,inferred seawater,,inferred from G. ruber (white) d18O and Mg/Ca,S,sea surface,annual mean,increase,surface seawater,positive,S,not applicable (always),,LJ 20/02/2019,TRUE,http://lipdverse.org/iso2kv0_10_0/MS06DLGN.html,"Decide if inferred material is surface or subsurface seawater. LJ 30/11/2018: missing data, were included in v0.8. issue raised on Github",
LPD44c75538,MS06DLGN,,MarineSediment,10.1029/2005PA001218,24.76,-79.29,-694,Great Bahama Bank north,0,1360,Mg/Ca,mmol/mol,"native Mg/Ca ratio from which SST was calculated; values are from Lunds ""Avg Mg/Ca"" column and are in units of mmol/mol; note that in original source, there are also MgCa estimates for std. dev & std. error",,,,,,,,,,,"These are the original, not quality controlled data. O2kLR recommends only using the Quality controlled data.",GL,FALSE,http://lipdverse.org/iso2kv0_10_0/MS06DLGN.html,,
LPDe6c52b99,MS06DLGN,,MarineSediment,10.1029/2005PA001218,24.76,-79.29,-694,Great Bahama Bank north,0,1360,temperature,degC,inferred sea-surface temperature,foram Mg/Ca,,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,,,,,,"These are the original, not quality controlled data. O2kLR recommends only using the Quality controlled data.Identical to LPD7c7e19c5","KT, GL",FALSE,http://lipdverse.org/iso2kv0_10_0/MS06DLGN.html,,
MS06DLGN01a,MS06DLGN,MS06DLGN01a,MarineSediment,10.1029/2005PA001218,24.76,-79.29,-694,Great Bahama Bank north,0,1360,d18O,permil,carbonate,planktonic foraminifera,G. ruber (white) 212-250,temperature/d18Osw,sea surface,annual mean,,surface seawater,negative,T_water,not applicable (always),,LJ 20/02/2019,TRUE,http://lipdverse.org/iso2kv0_10_0/MS06DLGN.html,,
LPDa1e215a3,MS06DLGS,,MarineSediment,10.1029/2005PA001218,24.59,-79.27,-531,Great Bahama Bank south 118MC,0,885,Mg/Ca,mmol/mol,"native Mg/Ca ratio from which SST was calculated; values are from Lunds ""Avg Mg/Ca"" column and are in units of mmol/mol; note that in original source, there are also MgCa estimates for std. dev & std. error",,,,,,,,,,,,,FALSE,http://lipdverse.org/iso2kv0_10_0/MS06DLGS.html,Marine archive team- check inferred materials and differentiate between surface and subsurface seawater.,
LPDefb3d2b0,MS06DLGS,MS06DLGS01,MarineSediment,10.1029/2005PA001218,24.59,-79.27,-531,Great Bahama Bank south 118MC,0,885,temperature,degC,inferred sea-surface temperature,foram Mg/Ca,,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,increase,,,,,"HVM, BM, 20/4/2016 Atlantic0326bLund2006_MgCa_MC118_GreatBahamaBank","KT, CS, HVM, KT, BM, JAA",FALSE,http://lipdverse.org/iso2kv0_10_0/MS06DLGS.html,Marine archive team- check inferred materials and differentiate between surface and subsurface seawater.,
MS06DLGS01b,MS06DLGS,MS06DLGS01b,MarineSediment,10.1029/2005PA001218,24.59,-79.27,-531,Great Bahama Bank south 118MC,0,885,d18O,permil,inferred seawater,,inferred from G. ruber (white) d18O and Mg/Ca,S,sea surface,annual mean,increase,surface seawater,positive,S,not applicable (always),,LJ 20/02/2019,TRUE,http://lipdverse.org/iso2kv0_10_0/MS06DLGS.html,"Decide if inferred material is surface or subsurface seawater. LJ 30/11/2018: missing data, were included in v0.8. issue raised on Github",
LPD8c7da1f7,MS06DLGS,,MarineSediment,10.1029/2005PA001218,24.59,-79.27,-531,Great Bahama Bank south 118MC,0,885,Mg/Ca,mmol/mol,"native Mg/Ca ratio from which SST was calculated; values are from Lunds ""Avg Mg/Ca"" column and are in units of mmol/mol; note that in original source, there are also MgCa estimates for std. dev & std. error",,,,,,,,,,,"These are the original, not quality controlled data. O2kLR recommends only using the Quality controlled data.",,FALSE,http://lipdverse.org/iso2kv0_10_0/MS06DLGS.html,,
LPDc07746c5,MS06DLGS,,MarineSediment,10.1029/2005PA001218,24.59,-79.27,-531,Great Bahama Bank south 118MC,0,885,temperature,degC,inferred sea-surface temperature,foram Mg/Ca,,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,,,,,,"These are the original, not quality controlled data. O2kLR recommends only using the Quality controlled data.Identical to LPDefb3d2b0",KT,FALSE,http://lipdverse.org/iso2kv0_10_0/MS06DLGS.html,,
MS06DLGS01a,MS06DLGS,MS06DLGS01a,MarineSediment,10.1029/2005PA001218,24.59,-79.27,-531,Great Bahama Bank south 118MC,0,885,d18O,permil,carbonate,planktonic foraminifera,G. ruber (white) 212-250,temperature/d18Osw,sea surface,annual mean,,surface seawater,negative,T_water,not applicable (always),,LJ 20/02/2019,TRUE,http://lipdverse.org/iso2kv0_10_0/MS06DLGS.html,,
LPD016ef221,MS07JRGM,,MarineSediment,10.1130/G23507A.1,27.2,-91.42,-2259,Gulf of Mexico,0,1455.294,temperature,degC,inferred sea-surface temperature,foram Mg/Ca,,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,,,,,"These are the original, not quality controlled data. O2kLR recommends only using the Quality controlled data.Dataset contains NaN values and datapoints whose chronology is not QCd",PGM,FALSE,http://lipdverse.org/iso2k/0_12_0/MS07JRGM.html,Marine archive team- check inferred materials and differentiate between surface and subsurface seawater.,
LPD97433e99,MS07JRGM,,MarineSediment,10.1130/G23507A.1,27.2,-91.42,-2259,Gulf of Mexico,0,1455.294,Mg/Ca,mmol/mol,Mg/Ca on G. ruber (W),,,,,,,,,,,"These are the original, not quality controlled data. O2kLR recommends only using the Quality controlled data.",PGM,FALSE,http://lipdverse.org/iso2k/0_12_0/MS07JRGM.html,Marine archive team- check inferred materials and differentiate between surface and subsurface seawater.,
WEB2606fc74,MS07JRGM,MS07JRGM01,MarineSediment,10.1130/G23507A.1,27.2,-91.42,-2259,Gulf of Mexico,0,1455.294,d18O,permil,inferred seawater,,inferred from G. ruber (white) d18O and Mg/Ca,,sea surface,1 2 3 4 5 6 7 8 9 10 11 12,,surface seawater,positive,S,not applicable (always),,LJ 20/02/2019,TRUE,http://lipdverse.org/iso2k/0_12_0/MS07JRGM.html,"Marine archive team- check inferred materials and differentiate between surface and subsurface seawater.; ""isotope interpretation1,2,3"" is missing -BK",
MS07JRGM01aa,MS07JRGM,MS07JRGM01a,MarineSediment,10.1130/G23507A.1,27.2,-91.42,-2259,Gulf of Mexico,0,1455.294,d18O,permil,carbonate,planktonic foraminifera,G. ruber (white) 250-300,temperature/d18Osw,sea surface,1 2 3 4 5 6 7 8 9 10 11 12,,surface seawater,negative,T_water,not applicable (always),,LJ 20/02/2019,TRUE,http://lipdverse.org/iso2k/0_12_0/MS07JRGM.html,,
MS07KPPB002,MS07KPPB,MS07KPPB002,MarineSediment,10.1029/2007PA001468,35.5,9.5,,Panama Basin,4.67,303.5,dD,permil,aquatic biomarker,total C37 alkenones d2H,d2H of phytoplankton biomarkers,regional hydrology and river runoff,,,decrease,surface seawater,positive,S,Summer,"time series split, but not updated in v0.10. Final QC in next version",,TRUE,http://lipdverse.org/iso2k/0_12_0/MS07KPPB.html,Marine archive team- check inferred materials and differentiate between surface and subsurface seawater.,
MS07KPPB0022,MS07KPPB,MS07KPPB002,MarineSediment,10.1029/2007PA001468,35.5,9.5,,Panama Basin,5.47,399.35,dD,permil,aquatic biomarker,total C37 alkenones d2H,d2H of phytoplankton biomarkers,regional hydrology and river runoff,,,decrease,surface seawater,positive,,Summer,"time series split, but not updated in v0.10. Final QC in next version",,TRUE,http://lipdverse.org/iso2k/0_12_0/MS07KPPB.html,Marine archive team- check inferred materials and differentiate between surface and subsurface seawater.,
O2kLR_131,MS07LSPG,MS07LSPG01,MarineSediment,10.1126/science.1143791,-5,133.44,-2382,WEq Pacific,534.2,1265.1,temperature,degC,inferred sea-surface temperature,foram Mg/Ca,,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,increase,,,,,"HVM, BM, 20/4/2016 Pacific0118Stott2007_MD98-2176 WDC-paleoclimatology Data Contribution Series # 2007-092 Readme for Stott et al., (2007) notes calibration with Anand et al., (2003).","PGM, KT, GL, HVM, BM, JAA",FALSE,http://lipdverse.org/iso2k/0_12_0/MS07LSPG.html,Marine archive team- check inferred materials and differentiate between surface and subsurface seawater.,
MS07LSPG01b,MS07LSPG,MS07LSPG01b,MarineSediment,10.1126/science.1143791,-5,133.44,-2382,WEq Pacific,125.7,20332,d18O,permil,inferred seawater,,inferred from G. ruber (white) d18O and Mg/Ca,S,sea surface,NaN,increase,surface seawater,positive,S,not applicable (always),,LJ 20/02/2019,TRUE,http://lipdverse.org/iso2k/0_12_0/MS07LSPG.html,Marine archive team- check inferred materials and differentiate between surface and subsurface seawater.,
LPD248cb8ef24,MS07LSPG,,MarineSediment,10.1126/science.1143791,-5,133.44,-2382,WEq Pacific,125.7,20332,temperature,degC,Mg/Ca based temperature,,,,,,,,,,,,,FALSE,http://lipdverse.org/iso2k/0_12_0/MS07LSPG.html,Marine archive team- check inferred materials and differentiate between surface and subsurface seawater.,
LPD248cb8efr,MS07LSPG,,MarineSediment,10.1126/science.1143791,-5,133.44,-2382,WEq Pacific,125.7,20332,Mg/Ca,mmol/mol,Mg/Ca of foraminiferal calcite,,,,,,,,,,,,,FALSE,http://lipdverse.org/iso2k/0_12_0/MS07LSPG.html,Marine archive team- check inferred materials and differentiate between surface and subsurface seawater.,
